Gene_Symbol,Chr,Start,End,Strand,GeneLength,MOGSP_2,MOGSP_3,MOG_3,MOG_4,MOG_5,Ly49N_1,Ly49P_1,Ly49N_2,Ly49P_2,Ly49N_3,Ly49P_3
Ppp1r14bl,chr1,23100473,23102253,-,1780,0,0,0,0,0,3,0,5,0,1,0
Gm24176,chr1,23245211,23245331,+,120,0,0,0,0,0,3,0,0,0,0,0
Gm6420,chr1,23255685,23256407,-,722,0,1,0,0,0,0,0,1,0,1,4
Mir30a,chr1,23272269,23272339,+,70,0,0,0,0,0,0,0,0,0,0,0
Gm27028,chr1,23291537,23291935,+,398,0,0,0,0,0,4,0,0,0,0,0
Mir30c-2,chr1,23291701,23291784,+,83,0,0,0,0,0,0,0,0,0,0,0
Gm29107,chr1,23293729,23294075,+,346,0,0,0,0,0,0,0,0,0,0,0
Gm20954,chr1,23345956,23346599,-,643,0,0,0,0,0,2,0,7,1,0,4
Ogfrl1,chr1,23366424,23397772,-,31348,28,79,88,122,96,87,70,80,97,58,98
Gm7784,chr1,23479539,23480527,+,988,1,0,0,0,0,7,0,1,1,0,0
Gm28822,chr1,23574587,23596664,+,22077,0,0,0,0,0,5,0,13,0,1,4
B3gat2,chr1,23761753,23849158,+,87405,13,40,0,31,35,7,0,6,15,10,17
Smap1,chr1,23844846,23922317,-,77471,377,565,745,690,683,334,932,336,933,328,943
Sdhaf4,chr1,23995939,24005656,-,9717,420,449,781,569,246,459,664,561,576,600,664
Gm26524,chr1,24005505,24005894,+,389,0,0,0,0,0,0,0,0,1,0,0
Fam135a,chr1,24011093,24100341,-,89248,0,0,0,0,0,6,8,4,1,5,14
Gm37580,chr1,24100625,24103424,+,2799,0,0,0,0,0,0,0,1,0,0,0
Gm26607,chr1,24125275,24126141,+,866,0,0,0,0,0,0,0,0,2,0,0
Col9a1,chr1,24177610,24252684,+,75074,0,0,0,0,0,29,1,20,2,20,3
Col19a1,chr1,24261890,24587472,-,325582,0,0,0,0,0,31,0,30,4,25,15
Gm26418,chr1,24548841,24548977,-,136,0,0,0,0,0,0,0,0,0,1,0
Tubb4b-ps2,chr1,24594087,24595423,-,1336,1,1,0,2,0,23,10,23,11,11,3
Gm28439,chr1,24611535,24612410,-,875,0,0,0,0,0,22,35,12,42,23,28
Gm10222,chr1,24612407,24612700,-,293,0,0,0,0,0,13,16,7,20,10,11
Gm28438,chr1,24612775,24613119,-,344,0,0,0,0,0,3,1,8,4,6,8
Gm28437,chr1,24613189,24613971,-,782,2,8,6,6,3,365,359,392,389,411,354
Gm10925,chr1,24613974,24614651,-,677,9,2,5,6,5,141,94,118,112,150,106
Gm28661,chr1,24614885,24615565,-,680,4,4,2,2,2,61,73,53,93,65,62
Gm29216,chr1,24615706,24616197,-,491,4,5,1,3,2,106,186,106,239,126,183
Lmbrd1,chr1,24678630,24766301,+,87671,1201,1497,1136,1711,1363,1099,1807,1459,1535,1481,1865
Gm28594,chr1,24910461,24911659,-,1198,0,0,0,0,0,0,0,1,0,0,0
Gm28237,chr1,24963209,24965158,-,1949,0,0,0,0,0,7,0,3,0,3,0
Gm9443,chr1,25011941,25012756,+,815,0,0,0,0,0,0,0,2,0,2,1
Gm29414,chr1,25026581,25027232,-,651,0,0,0,0,0,0,0,0,2,0,0
Adgrb3,chr1,25067476,25829707,-,762231,0,0,0,0,0,27,0,42,4,19,10
Gm15702,chr1,25223730,25224173,+,443,0,0,0,0,0,0,0,0,0,0,0
Gm20172,chr1,25276404,25277954,-,1550,0,0,1,0,0,1,0,0,0,0,1
Gm22260,chr1,25279445,25279551,-,106,0,0,0,0,0,0,0,0,0,0,0
Gm37543,chr1,25284218,25285248,-,1030,0,0,0,0,0,0,0,1,0,1,0
Gm37331,chr1,25296512,25299886,-,3374,0,0,0,0,0,0,0,5,0,0,0
Gm37211,chr1,25314276,25317708,-,3432,0,0,0,0,0,9,0,8,0,6,0
Gm37862,chr1,25325866,25328398,-,2532,0,0,0,0,0,2,0,2,0,0,0
Gm38286,chr1,25345978,25349082,-,3104,0,0,0,0,0,0,0,0,0,0,0
Gm37880,chr1,25362564,25365820,-,3256,0,0,0,0,0,1,0,16,0,0,1
Gm25294,chr1,25451071,25451174,+,103,0,0,0,0,0,0,0,0,0,0,0
Gm37011,chr1,25608250,25611184,-,2934,0,0,0,0,0,2,0,4,0,1,1
Gm29214,chr1,25614946,25615515,-,569,0,0,0,0,0,2,0,0,0,0,0
Gm37051,chr1,25620238,25623180,-,2942,0,0,0,0,0,0,0,1,0,0,0
Gm38260,chr1,25672245,25676239,-,3994,0,0,0,0,0,0,0,1,1,8,1
Gm37628,chr1,25686062,25691501,-,5439,0,0,0,0,0,2,0,12,0,3,3
8030445P17Rik,chr1,25722038,25724778,-,2740,0,0,0,0,0,0,0,6,0,1,0
Gm38198,chr1,25735389,25738969,-,3580,0,0,0,0,0,4,0,9,0,4,0
Gm37077,chr1,25755343,25759033,-,3690,0,0,0,0,0,1,0,1,1,1,0
Gm37895,chr1,25775757,25780306,-,4549,0,0,0,0,0,4,0,19,0,4,6
Gm36952,chr1,25797281,25800905,-,3624,0,0,0,0,0,0,0,1,2,0,0
Gm37602,chr1,25804097,25807406,-,3309,0,0,0,0,0,5,0,10,1,5,5
2900022M07Rik,chr1,25808956,25809972,-,1016,0,0,0,0,0,0,0,1,0,0,0
2900002M20Rik,chr1,25824390,25824719,-,329,0,0,0,0,0,0,0,0,0,0,0
Gm9884,chr1,25830657,25831878,+,1221,0,0,0,0,0,0,0,0,0,0,1
Gm18443,chr1,25996604,25997159,-,555,0,0,0,0,0,0,0,1,0,0,0
Gm19123,chr1,26466236,26466886,+,650,0,0,0,0,0,0,0,3,0,0,0
Gm24064,chr1,26566833,26566938,+,105,0,0,0,0,0,0,0,2,0,0,0
4931408C20Rik,chr1,26681814,26687460,-,5646,0,0,0,0,0,2,0,7,0,3,0
n-R5s209,chr1,26959103,26959221,-,118,0,0,0,0,0,0,0,0,0,0,0
Gm19641,chr1,27336352,27336768,-,416,0,0,0,0,0,0,0,0,0,0,0
Gm5524,chr1,27884046,27902396,+,18350,0,0,0,0,0,15,0,24,4,11,1
Gm18776,chr1,27900419,27901072,-,653,0,0,0,0,0,0,0,0,0,0,0
Gm19028,chr1,27989910,27991782,+,1872,0,0,0,0,0,0,1,7,1,0,1
Gm38089,chr1,28569918,28571431,+,1513,0,0,0,0,0,0,0,0,0,2,1
Gm7846,chr1,28580499,28580772,-,273,32,51,79,83,53,24,20,21,24,24,35
Gm597,chr1,28776117,28780252,-,4135,0,0,0,0,0,0,0,6,0,0,1
Gm5697,chr1,28800240,28802721,-,2481,1,0,1,1,0,15,0,7,0,6,6
Gm6462,chr1,28938036,28938339,+,303,0,0,0,0,0,0,0,0,0,1,0
Gm18033,chr1,29219700,29220249,+,549,0,0,0,0,0,4,0,2,0,3,0
Gm25586,chr1,29280964,29281075,-,111,0,0,0,0,0,1,0,0,0,0,0
Gm22679,chr1,29301480,29301579,+,99,0,0,0,0,0,0,0,0,0,0,0
Gm23785,chr1,29361275,29361370,-,95,0,0,0,0,0,0,0,2,0,1,0
Mir6342,chr1,29421488,29421612,+,124,0,0,0,0,0,0,0,0,0,0,0
Gm5525,chr1,29484604,29485915,-,1311,13,14,9,14,11,44,24,25,28,31,19
AC125120.1,chr1,29813154,29814438,+,1284,0,0,0,0,0,0,0,1,0,0,0
Gm7858,chr1,29930094,29930715,+,621,0,0,0,0,0,1,0,0,0,1,0
Gm23771,chr1,29985934,29986043,+,109,0,0,0,0,0,0,0,3,0,3,0
Gm27430,chr1,30333291,30333397,-,106,0,0,0,0,0,0,0,0,0,0,0
Gm9898,chr1,30718560,30719962,-,1402,0,0,0,0,0,0,0,4,0,0,0
Gm6473,chr1,30769687,30771815,+,2128,1,2,0,3,0,0,2,15,1,2,5
Gm2914,chr1,30794548,30794875,-,327,0,0,0,0,0,0,0,0,0,0,0
Phf3,chr1,30802339,30873921,-,71582,666,1205,651,1413,1604,904,1909,978,2326,946,2473
Gm37522,chr1,30833548,30836431,-,2883,0,0,0,0,0,44,18,56,9,55,33
Gm37906,chr1,30865504,30868538,-,3034,0,0,0,0,0,0,2,6,5,2,8
Ptp4a1,chr1,30940302,30949309,-,9007,5,11,26,138,64,8,37,15,22,17,26
Ptp4a1,chr1,30940302,30949770,-,9468,0,0,1,4,0,4,7,1,1,0,2
Gm5698,chr1,30977243,30977968,-,725,0,0,0,0,0,0,0,0,0,1,0
Gm9458,chr1,30986225,30986953,-,728,0,0,0,0,0,2,0,0,0,0,2
4931428L18Rik,chr1,30997842,31222684,-,224842,0,0,0,0,0,8,0,11,1,7,0
Gm28644,chr1,31041919,31043675,+,1756,0,0,0,0,0,0,0,1,0,0,0
Gm27362,chr1,31122725,31122862,-,137,0,0,0,0,0,0,0,1,0,0,0
Gm29128,chr1,31136026,31150105,+,14079,0,0,0,0,0,2,0,3,0,0,0
Gm7893,chr1,31164549,31164773,+,224,0,0,0,0,0,20,0,12,1,9,2
Lgsn,chr1,31176401,31204725,+,28324,0,0,0,0,0,1,0,6,0,1,0
Pih1d3,chr1,31222838,31224288,+,1450,0,0,0,0,0,0,0,0,0,0,0
Gm26145,chr1,31259593,31259719,-,126,0,0,0,0,0,0,0,0,0,0,0
Gm4850,chr1,31267326,31267884,+,558,0,0,0,0,0,1,0,13,0,5,0
Gm28645,chr1,31274892,31275455,+,563,0,0,0,0,0,4,0,5,0,4,0
Gm6489,chr1,31286945,31287640,+,695,0,0,0,0,0,2,0,10,1,8,6
Eef1a1-ps2,chr1,31559540,31561400,+,1860,0,0,0,0,0,0,0,2,0,0,0
Gm19680,chr1,31615149,31616661,+,1512,5,2,2,7,7,11,3,11,6,12,5
Gm23032,chr1,31656632,31656738,-,106,0,0,0,0,0,0,0,0,0,0,0
Gm7910,chr1,31736057,31736891,+,834,0,0,0,0,0,0,0,0,0,1,0
Khdrbs2,chr1,32172714,32658568,+,485854,0,0,0,0,0,32,1,34,9,13,15
Gm25814,chr1,32213133,32213239,-,106,0,0,0,0,0,0,0,1,0,0,0
Gm37999,chr1,32473757,32475565,+,1808,0,0,0,0,0,0,0,0,0,0,0
Gm37110,chr1,32485315,32486942,+,1627,0,0,0,1,0,0,0,1,0,0,0
Gm37911,chr1,32496444,32497988,+,1544,0,0,0,0,0,3,0,1,0,0,1
Gm9839,chr1,32519563,32520999,-,1436,0,0,0,0,0,2,0,4,1,1,0
Gm37792,chr1,32539028,32542440,+,3412,0,0,0,0,0,0,0,1,0,0,0
Gm5415,chr1,32543686,32547294,-,3608,0,0,0,0,0,7,0,3,2,11,3
Gm24732,chr1,32568359,32568421,-,62,0,0,0,0,0,0,0,0,0,0,0
Gm37426,chr1,32710179,32712648,+,2469,0,0,0,0,0,1,0,0,0,3,0
Gm23024,chr1,32726639,32726930,+,291,0,0,0,0,0,5,0,4,1,5,0
Gm37151,chr1,32967484,32972490,-,5006,0,0,0,0,0,18,0,37,5,31,6
Gm28624,chr1,33028160,33030290,-,2130,0,0,0,0,0,0,0,1,0,0,0
Gm37724,chr1,33065130,33066350,+,1220,0,0,0,0,0,0,0,0,0,0,0
Gm7114,chr1,33100907,33102695,+,1788,3,1,0,0,0,1,3,3,2,1,5
Gm4785,chr1,33108905,33109655,-,750,0,0,0,0,0,3,2,1,1,1,0
Gm24901,chr1,33191993,33192102,+,109,0,0,0,0,0,0,0,0,0,0,0
Gm37591,chr1,33212774,33215475,-,2701,0,0,0,0,0,0,0,1,0,1,0
Gm2987,chr1,33235939,33237631,+,1692,0,0,0,0,0,0,0,0,0,0,0
Gm25792,chr1,33293676,33293775,+,99,0,0,0,0,0,0,0,0,0,0,0
Gm18799,chr1,33315670,33316582,-,912,0,0,0,0,0,2,0,3,0,3,1
Gm7933,chr1,33371331,33373585,+,2254,0,0,0,0,0,1,1,0,0,1,1
Gm23453,chr1,33422733,33422838,+,105,0,0,0,0,0,0,0,0,0,0,0
Prim2,chr1,33453810,33669795,-,215985,344,449,311,554,357,254,540,503,451,314,539
Gm29228,chr1,33482101,33482518,+,417,0,0,0,1,0,4,1,4,2,2,6
Gm37618,chr1,33613758,33616832,-,3074,0,0,0,0,0,0,0,1,2,0,0
Gm17813,chr1,33657781,33658108,+,327,0,0,12,0,0,3,0,0,4,0,2
1700001G17Rik,chr1,33669824,33670712,+,888,0,33,11,21,2,15,19,31,17,19,14
Gm38173,chr1,33671915,33674228,-,2313,0,0,0,0,0,1,0,6,0,0,0
Rab23,chr1,33719887,33742564,+,22677,228,217,115,135,162,169,279,163,341,149,297
Bag2,chr1,33745484,33757795,-,12311,234,225,45,333,239,125,182,200,121,105,159
Gm37905,chr1,33748007,33748347,+,340,0,0,0,0,0,0,0,0,0,0,3
Zfp451,chr1,33761545,33814595,-,53050,908,1420,874,1704,1603,748,1878,972,1794,899,2360
Gm15455,chr1,33836124,33838680,-,2556,4,5,4,3,3,37,19,30,24,14,26
Bend6,chr1,33852052,33907816,-,55764,98,169,98,51,97,74,252,63,271,79,304
Gm37067,chr1,33889490,33891117,-,1627,0,0,0,0,0,3,0,3,0,0,0
Dst,chr1,33908225,34308661,+,400436,16,8,49,87,52,172,48,239,92,134,91
Gm37354,chr1,33922455,33924838,+,2383,0,0,0,0,0,1,0,0,0,3,1
Gm28631,chr1,33963352,33963685,-,333,0,0,0,0,0,0,0,0,0,0,0
Gm23792,chr1,33981410,33981502,-,92,0,0,0,0,0,0,0,0,0,1,0
Gm38157,chr1,34032100,34033797,+,1697,1,0,0,0,0,14,0,16,1,14,3
Mir6896,chr1,34117359,34117431,+,72,0,0,0,0,0,0,0,0,0,0,0
Gm26788,chr1,34165856,34178446,-,12590,0,0,0,0,0,0,0,1,0,0,2
A930005N03Rik,chr1,34269882,34271128,-,1246,0,0,0,0,0,0,0,0,0,0,0
Gm37958,chr1,34329433,34330307,-,874,0,0,0,0,0,3,0,1,0,7,0
Gm37385,chr1,34350775,34351161,+,386,0,0,0,0,0,0,0,0,0,0,0
Gm5266,chr1,34367371,34369003,+,1632,0,0,0,0,0,10,4,11,0,8,0
Gm3052,chr1,34415050,34417986,-,2936,0,6,0,15,100,0,4,6,4,5,10
Gm37233,chr1,34427002,34433264,-,6262,0,0,0,72,0,29,23,32,36,18,28
Mir5103,chr1,34433121,34433199,-,78,0,0,0,0,0,0,0,0,0,0,0
Ccdc115,chr1,34436670,34439672,-,3002,1600,2294,1913,2041,2013,2257,3497,2791,2649,2576,2963
Gm28306,chr1,34439511,34444730,-,5219,0,1,0,0,0,0,2,1,1,1,2
Imp4,chr1,34439851,34449356,+,9505,2424,2941,3375,3380,3702,5324,6047,5769,5094,4933,5506
Ptpn18,chr1,34459762,34475733,+,15971,417,681,1282,717,498,1785,2195,2020,2114,1744,1587
Gm28417,chr1,34468834,34473148,-,4314,10,27,62,27,8,38,58,35,66,37,72
4930568A12Rik,chr1,34477167,34485933,-,8766,29,13,16,31,0,18,49,33,58,35,72
Prss39,chr1,34498410,34503063,+,4653,0,0,0,0,0,1,1,1,0,7,3
Gm28416,chr1,34523716,34524007,-,291,0,0,0,0,0,0,0,0,0,0,0
Cfc1,chr1,34535648,34544313,+,8665,0,0,0,0,0,2,0,2,0,0,0
Gm28419,chr1,34538086,34538560,-,474,0,0,0,0,0,1,0,2,0,0,0
Prss40,chr1,34543968,34560943,-,16975,0,0,0,0,0,5,0,8,2,10,0
1700101I19Rik,chr1,34579202,34579711,-,509,0,0,0,0,0,0,0,0,0,0,0
Amer3,chr1,34579657,34590944,+,11287,0,0,0,0,0,10,0,22,13,17,0
Gm28418,chr1,34607297,34607719,-,422,0,0,0,0,0,0,0,0,0,0,0
Gm36984,chr1,34610572,34610806,-,234,0,0,0,0,0,0,0,0,0,0,0
Gm29730,chr1,34610908,34612303,-,1395,0,0,0,0,0,1,0,0,0,4,0
AA619741,chr1,34635544,34636189,-,645,0,0,0,0,0,0,0,7,1,0,0
Arhgef4,chr1,34678188,34813309,+,135121,121,246,256,252,384,180,584,250,557,214,655
Gm37224,chr1,34752775,34752922,+,147,0,0,0,0,0,0,0,0,0,0,0
Gm37845,chr1,34753123,34753477,+,354,0,0,0,0,0,0,0,0,0,0,0
Arhgef4,chr1,34801794,34801964,+,170,0,0,0,0,0,0,0,0,0,0,0
Gm38336,chr1,34809360,34811908,-,2548,6,6,0,8,7,4,20,4,26,4,28
Fam168b,chr1,34813219,34843065,-,29846,3656,4634,2941,4559,4377,4287,7059,4038,5083,3925,6845
Gm37127,chr1,34823525,34826560,+,3035,8,0,0,0,0,9,10,5,10,4,13
Plekhb2,chr1,34849976,34879580,+,29604,3845,2823,4045,4060,5749,3711,4442,3779,2939,3302,3903
Gm19430,chr1,34928509,34930645,+,2136,0,0,0,0,0,0,0,2,2,0,0
Gm37670,chr1,34969627,34969855,-,228,0,1,0,0,0,0,0,0,0,1,0
Gm8009,chr1,34970065,34970500,+,435,0,0,0,0,0,0,4,0,0,1,0
Gm38027,chr1,34985656,34985890,+,234,0,0,0,0,0,0,0,1,0,0,0
Gm25096,chr1,35178956,35179084,-,128,0,0,0,0,0,0,0,0,0,0,0
Gm37068,chr1,35625606,35651297,-,25691,26,72,11,4,18,27,77,42,66,37,102
Gm25634,chr1,35761602,35761706,+,104,0,0,0,0,0,1,0,1,0,0,0
Gm28415,chr1,35806974,35810462,+,3488,0,0,0,0,0,0,0,0,0,0,0
1110002O04Rik,chr1,35879845,35881119,+,1274,0,0,0,0,0,20,0,31,2,19,3
Gm8022,chr1,35958919,35959822,+,903,0,0,0,0,0,8,0,8,0,9,4
Gm37146,chr1,35981960,35986373,-,4413,0,0,0,0,0,1,0,0,0,0,0
Gm33222,chr1,36002985,36011044,-,8059,0,0,0,0,0,0,0,1,1,2,0
4930535G08Rik,chr1,36011072,36011894,+,822,0,0,0,0,0,0,0,0,0,1,1
Gm38049,chr1,36029647,36031018,-,1371,0,0,0,0,0,1,0,1,0,6,3
Hs6st1,chr1,36068400,36106446,+,38046,284,552,260,680,550,1657,1435,1332,895,989,1070
Gm37335,chr1,36105384,36106446,-,1062,0,0,0,0,0,0,0,0,0,0,0
Gm33280,chr1,36132042,36138746,+,6704,0,0,0,0,0,0,10,3,24,0,36
Uggt1,chr1,36140027,36244720,-,104693,2786,3558,1510,3710,2600,3262,7651,2953,5702,3018,7971
Mir6897,chr1,36144252,36144313,-,61,0,0,0,0,0,0,0,1,0,0,0
Neurl3,chr1,36264597,36274679,-,10082,1982,2439,1988,1831,3513,2191,7349,1995,5870,1848,6204
Arid5a,chr1,36307733,36324029,+,16296,5574,8947,6808,7638,5918,13636,18924,10347,12653,9644,15462
4930403P22Rik,chr1,36332708,36333420,+,712,0,5,37,0,0,2,11,24,23,13,36
Kansl3,chr1,36335730,36369181,-,33451,1792,1437,1036,1852,1131,2126,3824,2426,3440,1952,3734
Mir6898,chr1,36348682,36348758,-,76,0,0,0,0,0,0,2,0,3,0,0
Fer1l5,chr1,36372291,36422110,+,49819,27,75,117,23,104,87,66,49,50,24,66
Lman2l,chr1,36419871,36445271,-,25400,668,779,1230,815,1319,1160,1020,917,777,684,1009
Cnnm4,chr1,36471620,36508764,+,37144,34,80,125,72,63,207,269,214,192,182,299
Gm37909,chr1,36473952,36476110,+,2158,0,0,0,0,0,13,21,6,13,1,24
Gm47280,chr1,36506562,36506702,+,140,0,0,0,0,0,0,0,0,0,0,0
Cnnm3,chr1,36511867,36528237,+,16370,471,651,376,562,318,1443,1956,1415,1334,1370,1571
Gm38033,chr1,36527534,36528237,-,703,0,0,0,0,0,0,0,0,0,0,0
Ankrd23,chr1,36530188,36536883,-,6695,4,21,18,40,31,21,82,38,98,14,115
Gm42417,chr1,36530193,36539429,-,9236,0,0,0,0,0,0,0,0,0,0,0
Ankrd39,chr1,36537507,36547445,-,9938,383,604,715,804,522,639,914,630,1220,522,1278
Sema4c,chr1,36548639,36558349,-,9710,0,0,0,0,0,4,0,3,2,1,20
D430040D24Rik,chr1,36557701,36565613,+,7912,0,0,0,0,0,10,0,8,0,5,2
Fam178b,chr1,36562692,36683183,-,120491,0,0,0,0,0,9,0,12,2,7,6
Gm6428,chr1,36601802,36602146,+,344,2,0,1,0,2,11,3,7,6,4,1
Gm24133,chr1,36663965,36664039,+,74,0,0,0,0,0,0,0,1,0,1,0
Cox5b,chr1,36691449,36693681,+,2232,2237,3200,4877,3196,2468,4063,5020,4589,3999,4094,4264
Actr1b,chr1,36698114,36714422,-,16308,2181,3085,2737,2878,2176,4708,5455,4630,4139,4145,4904
4933424G06Rik,chr1,36710149,36757953,+,47804,0,0,5,0,0,3,2,3,2,3,4
Gm33533,chr1,36739048,36744792,-,5744,0,0,0,0,0,0,0,0,0,5,1
Zap70,chr1,36761798,36782818,+,21020,3866,5846,5103,4665,4590,15204,20554,13090,12076,12101,13726
Gm18828,chr1,36764863,36765874,-,1011,0,0,0,0,0,0,7,1,4,2,4
Tmem131,chr1,36792191,36943666,-,151475,955,1226,545,2024,1055,653,2517,756,2440,615,2735
Gm37506,chr1,36871903,36872045,-,142,0,0,0,0,0,1,1,0,1,0,0
Gm38115,chr1,36913601,36916539,-,2938,1,0,27,0,73,26,53,29,115,13,129
F830112A20Rik,chr1,36922797,36926348,-,3551,0,0,0,0,0,6,3,1,19,1,8
Rpl12-ps1,chr1,36957930,36958427,-,497,0,1,0,0,1,0,1,0,1,3,1
n-R5s210,chr1,37005439,37005557,+,118,0,0,0,0,0,0,0,0,0,0,0
Vwa3b,chr1,37026596,37187613,+,161017,47,18,3,282,231,135,35,159,50,198,51
Gm37020,chr1,37132273,37133264,-,991,0,0,0,0,0,0,0,0,0,0,0
Cnga3,chr1,37214434,37263384,+,48950,0,0,0,0,0,8,0,5,1,11,0
1700074A21Rik,chr1,37299352,37299697,-,345,0,0,0,0,0,0,0,1,0,0,0
Inpp4a,chr1,37299865,37410736,+,110871,191,115,113,69,229,147,180,202,286,168,353
4930439A04Rik,chr1,37329667,37334172,-,4505,17,13,0,0,0,4,8,17,15,15,25
Gm37135,chr1,37330971,37331504,-,533,0,0,0,0,0,2,6,0,4,8,1
Coa5,chr1,37417084,37430103,-,13019,2292,2518,1585,3273,2227,2311,4223,2983,3346,2240,4614
Unc50,chr1,37430139,37439124,+,8985,1543,1825,2656,2312,2438,1994,2803,2458,2803,2379,3306
Mgat4a,chr1,37439340,37541016,-,101676,413,670,391,559,941,348,1355,430,1690,330,1949
4930594C11Rik,chr1,37485851,37488605,-,2754,18,7,0,0,0,3,8,8,14,0,10
Gm43213,chr1,37487193,37488982,-,1789,0,2,0,4,0,1,11,0,32,1,25
2010300C02Rik,chr1,37611677,37720085,-,108408,133,259,228,80,15,26,686,42,523,45,529
4930556I23Rik,chr1,37614259,37615372,+,1113,6,10,28,0,1,11,17,11,34,4,35
4930470B04Rik,chr1,37660722,37662647,+,1925,0,0,0,0,0,0,0,0,0,0,0
Gm19863,chr1,37694447,37696664,-,2217,0,0,0,0,0,0,0,2,0,0,0
Tsga10,chr1,37754776,37866429,-,111653,96,123,85,145,367,54,91,44,98,65,143
Gm26805,chr1,37865299,37871388,+,6089,0,0,0,0,0,1,0,0,1,5,1
Lipt1,chr1,37871738,37876228,+,4490,47,99,134,132,143,117,154,164,147,145,175
Mitd1,chr1,37874801,37890411,-,15610,2086,2310,1701,2106,1618,932,2013,1292,2066,1553,2508
Mrpl30,chr1,37890477,37898535,+,8058,1614,1907,2562,2722,2307,2937,2747,3356,2541,3202,2733
Lyg2,chr1,37905923,37916493,-,10570,0,0,0,0,0,2,0,15,0,0,2
Gm15457,chr1,37933596,37954136,+,20540,0,0,0,0,0,5,0,3,0,1,1
Lyg1,chr1,37946736,37957759,-,11023,0,0,0,0,0,0,0,4,0,0,0
Gm23409,chr1,37973967,37974203,+,236,0,0,0,0,0,0,0,2,0,0,0
Txndc9,chr1,37985189,37997893,-,12704,2269,2918,2470,2749,2336,2293,3305,2605,3188,2697,4089
Eif5b,chr1,37998010,38055579,+,57569,1411,2812,1023,2526,2358,801,1953,935,2322,825,2792
Rev1,chr1,38052786,38129801,-,77015,279,594,259,874,465,385,861,424,937,337,1163
Gm37062,chr1,38076295,38077305,-,1010,0,0,0,0,0,0,0,3,3,3,1
Gm5099,chr1,38132083,38159892,+,27809,0,0,0,0,0,4,0,2,0,0,0
Aff3,chr1,38177326,38664955,-,487629,594,835,688,865,1358,1389,3125,1215,2223,1129,2793
Gm16150,chr1,38235420,38246666,+,11246,31,0,53,71,109,12,30,17,75,23,78
Gm16151,chr1,38307902,38311930,+,4028,15,20,0,7,116,4,63,9,56,6,68
Gm16152,chr1,38384949,38393974,+,9025,6,30,0,5,21,14,27,10,39,17,51
Gm34727,chr1,38487519,38488047,+,528,0,0,48,15,33,6,43,11,66,10,70
Gm38135,chr1,38722620,38723121,+,501,0,0,0,0,0,3,0,4,0,0,2
2610300A13Rik,chr1,38767184,38767686,+,502,0,0,0,0,0,1,0,0,0,1,0
Lonrf2,chr1,38793645,38836711,-,43066,0,0,0,0,0,21,2,38,3,30,5
Chst10,chr1,38863867,38898161,-,34294,1714,1395,1238,1692,1653,1553,3003,1641,2388,1449,3035
Gm37707,chr1,38884754,38888072,+,3318,0,0,0,0,0,2,11,2,5,11,4
Gm6621,chr1,38907945,38908716,+,771,0,0,0,0,0,0,0,1,0,0,0
Nms,chr1,38939149,38950276,+,11127,0,0,0,0,0,0,0,4,0,2,0
Pdcl3,chr1,38985608,38997238,+,11630,948,1883,1710,1637,1814,1276,2430,1551,1931,1629,2534
Gm37309,chr1,38992678,38994316,+,1638,10,10,1,40,0,17,39,7,70,21,61
Gm37821,chr1,39048648,39057637,-,8989,0,0,0,0,0,0,0,0,0,0,0
Gm37091,chr1,39081252,39083338,-,2086,0,0,0,0,0,1,0,0,0,0,0
Mir6349,chr1,39186896,39186992,-,96,0,0,0,0,0,0,0,0,0,0,0
Npas2,chr1,39193731,39363236,+,169505,144,0,0,0,0,3,25,18,19,7,13
Gm20428,chr1,39276283,39276565,-,282,0,0,0,0,0,1,0,0,1,2,0
Gm3617,chr1,39314899,39315453,+,554,0,0,0,0,0,0,1,1,0,1,2
Rpl31,chr1,39367842,39371911,+,4069,1312,2212,3350,2570,1962,4331,3503,4796,3084,4420,3022
Tbc1d8,chr1,39371492,39478755,-,107263,35,12,23,1,1,51,49,61,46,31,75
Gm37265,chr1,39419048,39419932,-,884,0,0,0,0,0,5,0,14,4,12,3
Gm24826,chr1,39519533,39519747,+,214,0,0,0,0,0,0,0,0,0,0,0
Gm24826,chr1,39519533,39519748,+,215,0,0,0,0,0,0,0,0,0,0,0
Cnot11,chr1,39534992,39546889,+,11897,1263,1159,1382,894,1010,1601,2264,1510,1789,1220,2026
Gm15832,chr1,39547570,39552002,-,4432,2,4,1,0,6,14,17,9,12,14,12
Snord89,chr1,39548745,39548854,-,109,0,5,5,0,0,3,3,3,4,3,4
Rnf149,chr1,39551296,39577405,-,26109,442,540,692,947,417,361,675,425,696,427,586
Gm23722,chr1,39573746,39573875,-,129,0,0,0,0,0,2,5,0,10,3,10
Gm5100,chr1,39597417,39598005,-,588,0,2,0,2,2,2,5,10,3,5,0
Creg2,chr1,39618406,39651474,-,33068,0,0,0,0,0,8,0,6,0,2,0
D930019O06Rik,chr1,39650176,39657390,+,7214,0,0,0,0,0,0,1,2,0,0,0
Rfx8,chr1,39665301,39720997,-,55696,0,0,0,0,0,8,1,1,1,0,1
Gm3646,chr1,39804148,39805332,-,1184,0,0,0,0,0,0,0,0,0,0,0
1700066B17Rik,chr1,39839175,39847334,-,8159,0,0,0,8,24,7,4,9,1,3,1
Map4k4,chr1,39900913,40026310,+,125397,812,1342,1522,1484,1408,2558,3727,2240,3370,2127,3471
4930456G14Rik,chr1,40049039,40050368,-,1329,0,0,0,0,27,0,0,2,0,0,0
